"Recall Number","Product Safety Warning Number",Date,"Product Safety Warning Date","Recall Heading","Name of product",Description,"Hazard Description","Consumer Action","Original Product Safety Warning Announcement","Remedy Type",Units,Incidents,Remedy,"Sold At Label","Sold At",Importers,Manufacturers,Distributors,"Manufactured In","Custom Label","Custom Field"
25179,,"March 13, 2025",,"Meijer Recalls Konwin Desktop Heaters Due to Fire and Burn Hazards","Konwin Desktop Heaters","The recalled Konwin branded desktop heaters have model number BHN2133. The heater has a white plastic frame with a black fan and black grill covers. The heater measures about 12 inches high and about 10 inches wide. “Konwin” and the model number are printed on a label on the bottom of the heater.","The heater’s fan can fail to turn on and cause the unit to overheat and ignite, posing fire and burn hazards.",,,Refund,"About 6,050","The firm received eight reports of fans burning and melting. No injuries have been reported. ","Consumers should immediately stop using the recalled desktop heaters and return them to any Meijer store for a full refund through the original form of payment.","Sold Exclusively At","Meijer stores in Michigan, Ohio, Indiana, Illinois, Wisconsin and Kentucky from September 2024 through January 2025 for between $25 and $40.","Meijer Distribution Inc., of Grand Rapids, Michigan",,,China,,
25157,,"February 27, 2025",,"Triangle Tube Recalls Prestige and Aerco Esteem Gas Boilers Due to Carbon Monoxide (CO) Poisoning Hazard; Two Deaths Reported","Prestige Solo, Prestige Excellence, and Aerco Esteem condensing gas boilers","Washington, D.C.&nbsp;- The U.S. Consumer Product Safety Commission (CPSC) and Triangle Tube are announcing the recall of Prestige Solo, Prestige Excellence, and Aerco Esteem condensing gas boilers. The boilers can release carbon monoxide (CO) due to delayed ignitions or component damage, posing a serious risk of injury and death.&nbsp;Triangle Tube has received two reports of death due to CO poisoning associated with the recalled boilers. In 2015, a 47-year-old woman died from CO poisoning associated with a Prestige Solo 175 boiler, and in 2016, an 85-year-old man died from CO poisoning associated with a Prestige SOLO TriMax 175 boiler following a repair.Triangle Tube has also received 25 reports of CO leaks from the recalled boilers.Since 2011, approximately 60,000 of the boilers were sold in the United States and about 7,500 of the boilers were sold in Canada.&nbsp;The recalled Prestige Solo, Prestige Excellence, and Aerco Esteem boilers are wall-hung condensing gas boilers housed in a white metal box. “Prestige” is printed on the white front panel of the recalled Prestige Solo and Prestige Excellence boilers. “Aerco” is printed on the front of the recalled Esteem boilers. Please visit the Triangle Tube recall website for directions on identifying if you have a recalled boiler by serial number, which can be located either on the Boiler Rating Label located on the white front panel, on a panel on the right hand side of the boiler, or behind the boiler front door. The following models and serial number ranges are included in this recall.&nbsp;Product NameItem CodeProduct DescriptionSerial Number Range StartSerial Number Range EndDate of ManufacturePrestige Solo - PAPA110Prestige Solo PA SeriesPA044936PA147874Dec 2015 - Apr 2019PA155Prestige Solo PA SeriesPA045337PA147522PA175Prestige Solo PA SeriesPA044728PA148532PA250Prestige Solo PA SeriesPA044768PA149487PA299Prestige Solo PA SeriesPA045398PA146746PA399Prestige Solo PA SeriesPA045420PA148752PA80Prestige Solo PA SeriesPA044058PA139939Prestige Solo PTPT110Prestige Solo PT SeriesPT0000110PT0053558Dec 2011 - Dec 2015PT110Prestige Solo PT SeriesPTA002845PTA037637PT110LPPrestige Solo PT SeriesPT0000928PT0053557PT110LPPrestige Solo PT SeriesPTA002645PTA002764PT175Prestige Solo PT SeriesPT0002849PT0053776PT175Prestige Solo PT SeriesPTA003087PTA037557PT250Prestige Solo PT SeriesPT0002588PT0053319PT250Prestige Solo PT SeriesPTA003207PTA037467PT399Prestige Solo PT SeriesPT0005962PT0052417PT399Prestige Solo PT SeriesPTA003388PTA037377PT399HPPrestige Solo PT SeriesPT0010893PT0052394PT399HPPrestige Solo PT SeriesPTA003496PTA097961PT60Prestige Solo PT SeriesPT0002188PT0051954PT60Prestige Solo PT SeriesPTA002810PTA008253Prestige Excellence - PTEPTE110LPPrestige Excellence PTPT0001588PT0053690Dec 2011 - Dec 2015PTE110LPPrestige Excellence PTEPTE030446PTE030479PTE110Prestige ExcellencePT000568PT0053624PTE110Prestige Excellence PTEAPTA002889PTA003086PTE110Prestige Excellence PTEPTE049177PTE049177Prestige Excellence - PEAPEA110Prestige Excellence PEAPEA078169PEA143958Dec 2015 - Apr 2019Aerco EsteemPT399ESAerco EsteemAE1100AE1236Dec 2011 - Dec 2015PT399HPAerco EsteemAE1237AE1239The boilers were manufactured by Burnsen SA, of Belgium, from December 2011 through April 2019 and were sold by wholesale distributors and installed by independent contractors nationwide for between $3,400 and $9,700.The boilers were imported by Triangle Tube/Phase III Co. Inc., of West Deptford, New Jersey, and manufactured in Belgium.","The boilers can release carbon monoxide (CO) due to delayed ignitions or component damage, posing a risk of serious injury or death.&nbsp;",,,"No Remedy Available","Approximately 60,000 (In addition, about 7,500 were sold in Canada)","Triangle Tube has received two reports of death due to CO poisoning associated with the recalled boilers. In 2015, a 47-year-old woman died from CO poisoning associated with a Prestige Solo 175 boiler, and in 2016, an 85-year-old man died from CO poisoning associated with a Prestige SOLO TriMax 175 boiler, following a repair.Triangle Tube has also received 25 reports of CO leaks from the recalled boilers.","Triangle Tube is no longer in business, and the remedy is no longer available to consumers who have not already registered to receive it.","Sold At","The boilers were manufactured by Burnsen SA, of Belgium, from December 2011 through April 2019 and were sold by wholesale distributors and installed by independent contractors nationwide for between $3,400 and $9,700.","Triangle Tube/Phase III Co. Inc., of West Deptford, New Jersey","Burnsen SA, of Belgium",,Belgium,,
25093,,"January 16, 2025",,"Vornado Air Recalls VH2 Whole Room Heaters Due to Electric Shock and Fire Hazards; Sold Exclusively on Amazon.com","VH2 Whole Room Heaters","The recall involves Vornado VH2 Whole Room Heaters with a “JUL24” or “AUG24” date code and “TYPE VH2” printed on the silver rating label on the underside of the heater. The heaters are off white and have thermostatic temperature control, automatic or&nbsp;continuous fan operation and two heat settings. “Vornado” with a red “V” behind it is printed on the front of the unit. Only units with a “JUL24” or “AUG24” date code are included in this recall.&nbsp;","The power cord can partially detach from the heater enclosure, which can lead to cord damage over time, posing electric shock and fire hazards.",,,Replace,"About 7,780","None reported","Consumers should immediately stop using the recalled heaters and contact Vornado to confirm that their product is part of the recall and receive instructions on how to receive a free replacement heater.","Sold At","Online at Amazon.com from August 2024 through October 2024 for about $90.",,"Vornado Air LLC, of Andover, Kansas",,"United States",,
25036,,"November 07, 2024",,"GoveeLife and Govee Smart Electric Space Heaters Recalled Due to Fire and Burn Hazards; Imported by Govee","GoveeLife and Govee Smart Electric Space Heaters","This recall involves GoveeLife and Govee smart electric space heaters with Model Numbers H7130 (including the H7130101 variation), H7131, H7132, H7133, H7134, and H7135. “GoveeLife” or “Govee” is printed on the front or side of each unit. The space heaters were sold in black and white and measure from 9 inches to 26 inches in height, depending on the model. The model number is located on the manufacturer’s label on the underside of each unit.","The smart electric space heaters can overheat, posing fire and burn hazards.&nbsp;Testing determined the smart electric space heaters do not comply with the voluntary industry safety standard, UL 1278, posing an overheating and fire risk from wireless control features.",,,Refund,"About 512,500 (In addition, about 48,600 in Canada)","The firms have received 113 reports of overheating, including seven reports of fires and one report of a minor burn injury.","Consumers should immediately stop using the recalled electric space heaters and contact the brands for a refund. Unplug the electric space heater, cut the power cord, and send an image of the destroyed electric space heater, the manufacturer’s label and SN Code on the bottom or side of the unit to GoveeLife or Govee through the link&nbsp;https://recall.goveelife.com/heater-recall.&nbsp; Consumers who do not have the original order number will receive a refund ranging from $31.80 to $106.63, depending on the model purchased.&nbsp; For consumers who do have the original order number, they will receive a full refund of the purchase price.&nbsp; Consumers can find the order number in their purchase records on online sales channels. They can also contact&nbsp;heatersupport@goveelife.com if they have problems finding the order number.","Sold At","Online at Amazon.com, https://us.govee.com, the Govee Home App and TikTok Shop from September 2021 through September 2024 for between $30 and $150.","Govee Moments Trading Limited, of China and Govee Moments Limited, of China",,,China,,
24371,,"September 19, 2024",,"Caframo Cabinet Heaters Recalled Due to Electrocution Hazard; Manufactured by Caframo Limited","Cabinet Heaters","This recall involves model 9421 Cabinet Heaters, primarily intended for keeping cabinets and parking ticket dispensers warm. The cabinet heater has a black painted steel enclosure and measures 5-3/4 inches wide by 9 inches long by 3-1/3 inches high. A serial plate, an on/off switch, and a label with “Model 9421” are located on the top of the heater, near the power cord.","The crimp holding a wire in place in the cabinet heater is not properly finished and can result in the wire detaching, posing an electrocution hazard.",,,"Replace, Repair","About 2,140 (In addition, 200 units were sold in Canada)","None reported","Consumers should immediately stop using the recalled cabinet heaters, unplug the unit, and contact Caframo Limited for instructions on how to receive a free repair or replacement unit.&nbsp;Caframo will provide a pre-paid shipping label for consumers to return the product to Caframo for repair. If the product cannot be repaired, Caframo will mail the consumer a replacement. Caframo is contacting all known purchasers directly.","Sold At","Graybar Electric Co., of St Louis,&nbsp; Missouri; Keystone Automotive Operations Inc., of Exeter,&nbsp; Pennsylvania; Hamilton Manufacturing Corp., of Holland, Ohio; and Controlled Access of the Midwest, of Pleasant Hill, Iowa, and online at comfortsolutions.caframobrands.com and Amazon.com from October 2023 through May 2024 for about $150.",,"Caframo Limited, of Canada",,Canada,,
24360,,"September 12, 2024",,"Glen Dimplex Americas Recalls Cadet Apex72 Electric Heaters Due to Fire Hazard","Cadet-branded Apex72 Electric Heaters","This recall involves Glen Dimplex Americas’ Cadet-branded Apex72 high wall electric heaters between 1200 and 1600 Watts. The fan-forced heaters have a white dust cover and are installed into walls a minimum of six feet off the ground. “Cadet,” the model number, and the manufacturing date in DD-MM-YY format appear on the rating label visible through the bottom of the air outlet grill. The following models and manufacturing dates are included in this recall:&nbsp;Models Manufacturing Dates HW128&nbsp;01-Mar-21 through 29-Feb-24&nbsp;HW132&nbsp;01-Mar-21 through 29-Feb-24&nbsp;HW151&nbsp;01-Mar-21 through 29-Feb-24&nbsp;HW162&nbsp;any date older than 01-Mar-24&nbsp;HW162BP5&nbsp;any date older than 01-Mar-24&nbsp;HW168&nbsp;any date older than 01-Mar-24&nbsp;HW168BP5&nbsp;any date older than 01-Mar-24&nbsp;","The fan can malfunction and fail to turn on causing the unit to overheat and ignite internally, posing a fire hazard.",,,Replace,"About 12,900","The firm has received one report of a heater fan malfunctioning and causing the unit to ignite. No injuries have been reported.","Consumers should immediately stop using the recalled heaters, and contact Glen Dimplex for information on the free heater replacement and installation of the new heater at no cost to the consumer. Glen Dimplex Americas is working with apartment complexes and other living facilities directly to replace the recalled heaters and install replacements. For consumers who purchased and installed the recalled heater independently, Glen Dimplex Americas will provide for the installation of the replacement heater by a qualified technician at no cost to the consumer.","Sold At","Platt, Crescent Electric, CED and other electrical distributors nationwide from February 2014 through February 2024 for about $190.",,"Glen Dimplex Americas Company., of Vancouver, Washington",,"United States",,
24298,,"July 11, 2024",,"Atomi Recalls Smart Heaters Due to Fire and Burn Hazards","Atomi Smart Heaters","This recall involves Atomi Smart Heaters, tower models AT1323, AT1481, AT1520 and AT1632; tabletop models AT1482 and AT1521; and wall heater model AT1635. These portable electric heaters were sold in black, silver or white color, depending on the model. The tower heater models measure about 26-28 inches tall and 8-11 inches wide. The tabletop heater models measure about 18 inches tall and eight inches wide. The wall heater models measure about 17 inches tall and 23 inches wide. The model number can be found on a product identification sticker on the bottom of the unit.&nbsp;Product NameModel NumberAtomi Smart Tower HeaterAT1323Atomi Smart Tower HeaterAT1481Atomi Smart Tower HeaterAT1520Atomi Smart Tabletop HeaterAT1482Atomi Smart Tabletop HeaterAT1521Atomi Smart Tower HeaterAT1632Atomi Smart Wall HeaterAT1635","The recalled smart heaters can turn on without user input, posing fire and burn hazards.",,,Refund,"About 99,400 (In addition, about 10,700 were sold in Canada)","The firm has received one report of the heater turning on without user input. No injuries have been reported.","Consumers should immediately stop using the recalled heaters, unplug the units, and follow the instructions online at&nbsp;www.atomiheaterrecall.com to receive a full refund. Consumers will be asked to cut the unplugged unit’s power cord and upload a photograph of the cut cord, as well as a photograph of the manufacturer’s label on the underside of their units during the registration process.","Sold At","Amazon, Ace Hardware, Atomiusa.com, Best Buy, BJʼs Wholesale Club, Costco, Hammacher Schlemmer, Home Depot, Lowes.com, Menards, Sam's Club and Walmart stores nationwide from October 2019 through April 2024 for between $80 and $150, depending on the model.","Atomi Smart, of New York",,,China,,
24286,,"June 27, 2024",,"Daikin Comfort Technologies Manufacturing Recalls Daikin FIT, Amana Brand S-series, and Goodman SD Heat Pumps Due to Risk of Excessive Heat Exposure","Daikin FIT, Amana Brand S-series, and Goodman SD heat pumps","This recall involves Daikin FIT, Amana Brand S-series, and Goodman SD heat pumps that provide heating and cooling. The recalled units are beige and the model name is printed on the outside of the unit. The model number is located on the serial plate on the side of the unit. The following model numbers are included in this recall:Recalled Daikin&nbsp;FITRecalled Amana S-SeriesRecalled Goodman&nbsp;SD&nbsp;DZ6VSA1810-AA&nbsp;&nbsp;ASZS601810-AA&nbsp;&nbsp;GSZS601810-AB&nbsp;&nbsp;DZ6VSA1810-AB&nbsp;&nbsp;ASZS601810-AB&nbsp;&nbsp;GSZS602410-AB&nbsp;&nbsp;DZ6VSA2410-AA&nbsp;&nbsp;ASZS602410-AA&nbsp;&nbsp;GSZS603010-AB&nbsp;&nbsp;DZ6VSA2410-AB&nbsp;&nbsp;ASZS602410-AB&nbsp;&nbsp;GSZS603610-AB&nbsp;&nbsp;DZ6VSA241E-AB&nbsp;&nbsp;ASZS60241E-AB&nbsp;&nbsp;&nbsp;DZ6VSA3010-AA&nbsp;&nbsp;ASZS603010-AA&nbsp;&nbsp;&nbsp;DZ6VSA3010-AB&nbsp;&nbsp;ASZS603010-AB&nbsp;&nbsp;&nbsp;DZ6VSA3610-AA&nbsp;&nbsp;ASZS603610-AA&nbsp;&nbsp;&nbsp;DZ6VSA3610-AB&nbsp;&nbsp;ASZS603610-AB&nbsp;&nbsp;&nbsp;","A power interruption in the heat pump can result in the product providing heat when the power resumes, despite the thermostat being in cooling mode, posing a risk of excessive heat exposure to consumers.",,,Repair,"About 56,000 (In addition, about 5,522 were sold in Canada)","None reported","Daikin Comfort Technologies (DCT) is updating the software remotely for consumers whose Daikin FIT, Amana Brand S-series, and Goodman SD heating and cooling systems are connected to WiFi. Consumers with systems not connected to WiFi should register for the recall at http://www.goodmanmfg.com/fit-recall to receive instructions to perform the update.","Sold At","Independent heating and cooling dealers nationwide from May 2022 through April 2024 for between $2,200 and $5,700.",,"Daikin Comfort Technologies Manufacturing L.P., of Houston, Texas",,"United States and Thailand",,
24260,,"June 13, 2024",,"Daikin Comfort Technologies Manufacturing Recalls Amana, Daikin, Goodman Branded Air Conditioning and Heat Pump Packaged Units Due to Fire Hazard","Amana, Daikin, and Goodman branded air conditioning and heat pump packaged units","This recall involves Amana, Daikin, and Goodman branded packaged air conditioners and heat pumps. The recalled units are gray or green in color, and can be identified by the model number located&nbsp;on the electrical connection side of the unit on the outside panel. To see if your product is subject to this recall, visit&nbsp;www.goodmanmfg.com/package-recall.","The unit’s serial plate can have incorrect electrical ratings which can lead to incorrect wirings being used, posing a fire hazard.",,,Repair,"About 12,100","None reported.","Consumers should not attempt to open the outside electrical panel of the recalled air conditioning and heat pump units, and immediately contact Daikin Comfort Technologies Manufacturing L.P. (DCT) for a free repair and inspection. DCT is contacting all known purchasers directly.&nbsp;","Sold At","Heating and cooling equipment independent dealers nationwide from January 2024 through March 2024 for between $4,500 to $7,500.",,"Daikin Comfort Technologies Manufacturing L.P. (f/k/a Goodman Manufacturing Company L.P.), of Houston, Texas",,"United States",,
24168,,"March 21, 2024",,"Crown Boiler Recalls Home Heating Boilers Due to Carbon Monoxide Poisoning Hazard","Crown Aruba IV (AWR Series) gas-fired hot water boilers","This recall involves Crown Boiler Aruba IV (AWR Series) gas-fired hot water boilers powered by natural gas and LP (propane) gas. This recall only involves boilers configured for use at altitudes above 2,000 feet. The model name Aruba IV is not found on the label.&nbsp;The boiler is red and gray and 39.5 inches high. A “Crown” logo appears on the upper front-center of the unit. The model number is shown on the boiler’s rating plate, located on the top of the right side of the boiler where shown.&nbsp;Crown is printed on the side, and the model number for Aruba IV is located on a large white label on the red metal side of the boiler. The following model numbers are included in this recall regardless of date manufactured:AWR070BLST3P8UAWR105BLST3P8UAWR140BLST3P8UAWR175BLT3HU1AWR070BLT3HU1AWR105BLT3HU1AWR140BLT3HU1AWR175BNST3P8UAWR070BNST3P8UAWR105BNST3P8UAWR140BNST3P8UAWR175BNT3HU1AWR070BNT3HU1AWR105BNT3HU1AWR140BNT3HU1AWR175ELST2P8UAWR070ELST2P8UAWR105ELST2P8UAWR140ELST2P8UAWR175ENST2P8UAWR070ENST2P8UAWR105ENST2P8UAWR140ENST2P8UAWR210BNST3P8UAWR245BLST3P8UAWR280BNST3P8UAWR210BNT3HU1AWR245BLT3HU1AWR280BNT3HU1AWR210ELST2P8UAWR245BNST3P8UAWR280ELST2P8UAWR210ENST2P8","The blocked vent switch (BVS) can fail to shut down the burners if the boilers are installed at altitudes above 2,000 feet and the vent system becomes blocked. In such an event, the boiler can emit excessive amounts of carbon monoxide into the building, posing a carbon monoxide (CO) poisoning hazard to consumers.",,,Repair,"About 1,100","None reported","Consumers with the recalled boilers should immediately contact Crown Boiler for a free repair that includes a free replacement main burner gas orifice, and a free replacement blocked vent switch if needed. Consumers who continue using the recalled boilers while awaiting repair should have working carbon monoxide alarms installed outside of sleeping areas and on each floor of the home. Consumers can review&nbsp;Protect Your Family from Carbon Monoxide Poisoning | CPSC.gov for more information about preventing carbon monoxide poisoning.","Sold At","Heating and plumbing contractors and wholesale distributors nationwide from July 2012 through December 2023 for between $2,000 and $4,000.",,"Crown Boiler Company LLC, of Philadelphia, Pennsylvania",,"United States",,
24161,,"March 14, 2024",,"U.S. Boiler Company Recalls Gas-Fired Hot Water Residential Boilers Due to Carbon Monoxide Poisoning Hazard","U.S. Boiler, New Yorker Boiler, Advantage, FORCE and Archer brand gas-fired hot water residential boilers","This recall involves gas-fired residential boilers with brand names U.S. Boiler, New Yorker Boiler, Advantage, FORCE and Archer. The following boiler models that are currently installed at altitudes greater than 5,400 ft. above sea level are part of this recall.&nbsp; The U.S. boiler ES2 and Series 3 models are blue with a black top front and black vents on the front.&nbsp;The logo is located on the black top front of the boiler.&nbsp;The X-2 model has a solid teal color.&nbsp;The logo is located in the front middle of the boiler.&nbsp;The Lancer model is gray with a blue top.&nbsp;The logo is located in the front middle of the boiler.&nbsp;The Force G-3 model is solid gray. The logo is located in the front middle of the boiler.&nbsp;The CGE and CGF models are solid green The logo is located in the front middle of the boiler. The model and serial numbers are located on the boiler rating plate, which is on the top panel of the ES2 and Series 3 models, and on the inside vestibule (behind removable door) on the right side panel for X-2, CG-F, CG-E, AG, Force and Archer models.&nbsp;All of the models are about 40 inches tall from the floor to the top of the jacket.U.S. Boiler ES2 models ES23, ES24, ES25, ES26, ES27, ES28, ES29 (with or without “-N” or “-P” suffix)&nbsp;U.S. Boiler Series 3 models 303, 304, 305, 306, 307, 308, 309 (with or without “-N” or “-P” suffix)&nbsp;U.S. Boiler X-2 models X-202, X-203, X-204, X-205, X-206, X-207, X-208, X-209&nbsp;New Yorker CG-E models CG30E, CG40E, CG50E, CG60E, CG70E, CG80E, CG90E&nbsp;New Yorker CG-F models CG20F, CG30F, CG40F, CG50F, CG60F, CG70F, CG80F, CG90F&nbsp;Advantage AG models AG3, AG4, AG5, AG6&nbsp;FORCE models FORCE02E, FORCE03E, FORCE04E, FORCE05E, FORCE06E, FORCE07E, FORCE08E, FORCE09E&nbsp;Archer Boilers Lancer models LCR-2-038, LCR-3-068, LCR-4-102, LCR-5-136, LCR-6-170&nbsp;","The blocked vent switch (BVS) can fail to shut down the burners if the boilers are installed at altitudes above 5,400 feet and the vent system becomes blocked. In such an event, the boiler can emit excessive amounts of carbon monoxide into the home, posing a carbon monoxide (CO) poisoning hazard to consumers.",,,Repair,"About 2,500","None reported.","Consumers with the recalled boilers should immediately contact U.S. Boiler to receive a free repair that includes a free replacement main burner gas orifice and a free replacement blocked vent switch if needed.&nbsp;Consumers who continue use of the boilers while awaiting repair should have working carbon monoxide alarms outside of sleeping areas and on each floor of the home.Consumers can review&nbsp;Protect Your Family from Carbon Monoxide Poisoning | CPSC.gov for more information about preventing carbon monoxide poisoning.","Sold At","Independent heating and plumbing contractors and wholesale distributors nationwide from February 2009 through November 2023 for between $2,000 and $4,000.",,"U.S. Boiler Company LLC, of Lancaster, Pennsylvania",,"United States",,
24137,,"February 29, 2024",,"The Home Appliances Recalls Camplux Brand Portable Tankless Water Heaters Due to Fire Hazard","Camplux portable tankless water heaters","This recall involves certain Camplux brand portable tankless water heaters with model numbers AY132, BD158, BW211, BW264, and BW422, with the following sizes and manufacturing dates:ModelProduct DetailsManufacture DateAY1325L 1.32 GPM 34,000 BTU/HROn or before September 17, 2021BD1586L 1.58 GPM 41,000 BTU/HROn or before November 17, 2021BW2118L 2.11 GPM 55,000 BTU/HROn or before November 17, 2021BW26412.8L 2.64 GPM 68,000 BTU/HROn or before November 17, 2021BW42216L 4.22 GPM 110,000 BTU/HROn or before December 20, 2021These water heaters were designed and intended for outdoor use with an attached propane tank to quickly heat water for showering or other hot water needs. The water heaters were sold in white, black, and silver/gray colors. The “Camplux” logo is printed on the front of the unit. The product label is located on the side of the unit and includes the model, size and other product details, serial numbers, and brand information. Consumers will be directed to take a photograph of the label on their Camplux water heater product and send to Camplux to confirm that they have a recalled water heater to receive the replacement gas regulator.","The portable water heaters can leak gas from the gas regulator connection, posing a fire hazard.",,,Repair,"About 42,000","Camplux has received 19 reports of fire incidents involving the recalled water heaters. No injuries have been reported.","Consumers should immediately turn off and stop using the recalled portable water heaters and contact The Home Appliances for a free repair kit. The repair kit consists of a replacement gas regulator with a quick connect attachment that allows for easy connection and disconnection without the need to screw in the gas regulator. Instructions for installing this repair kit will also be provided.","Sold At","Online at Amazon.com and Walmart.com from June 2018 through December 2021 for between $160 and $400.","The Home Appliances Inc., d/b/a Camplux, of North Charleston, South Carolina",,,China,,
24080,,"January 11, 2024",,"Daikin Comfort Technologies Manufacturing (formerly Goodman Manufacturing Company L.P.) Expands Recall of Evaporator Coil Drain Pans to Include Additional Units","Evaporator coil drain pans","This recall expansion includes certain units manufactured between January 2019 and February 2020 that were incorrectly marked. DCT recently discovered that a limited number of evaporator coils that were manufactured during that time frame were incorrectly marked with a 2018 serial number, indicating that the unit was manufactured in 2018.&nbsp; The recall scope now includes about 3,600 additional units with the following configurations and coil serial numbers, as shown in the table below:TypeCoil ConfigurationAffected Furnace BrandsAffected Coil Serial NumbersDates SoldCondensing furnace systemUp-Flow(Coil above Furnace)&nbsp;AllPrefixes ranging from 1901 through 2101 and certain prefixes ranging from 1811-1812Jan. 2019 through Nov. 2021&nbsp;Non-condensing furnace system(Certain configurations)&nbsp;Up-Flow(Coil above Furnace)Any “competitor” brand (excludes Goodman, Daikin or Amana branded furnaces)&nbsp;Prefixes ranging from 1901 through 2101&nbsp;and certain prefixes ranging from 1811-1812&nbsp;&nbsp;Jan. 2019 through Nov. 2021NOTE:&nbsp; Furnace systems that were&nbsp;repaired with a new evaporator coil drain pan between January 2019 and November 2021, with the serial number range listed above, are also included in this recall. Whether a non-condensing furnace system falls within the scope of the recall depends on the location of the burners, which, if unknown, can be verified through DCT’s model verification tool at:&nbsp;https://www.recallrtr.com/drainpan.Affected units can be identified through serial numbers found on the evaporator coil or the case, which sits atop the vertically installed furnace. The furnace brand and model number can be found on the furnace on the “Energy Guide” label. Consumers can refer to the instructions on Goodman’s model verification tool at:&nbsp;https://www.recallrtr.com/drainpan.The model number of the outdoor condenser may also be required and can be found on a label attached to the product.","The molded plastic drain pan located at the bottom of the evaporator coil can overheat, melt and deform, posing a fire hazard.",,,Repair,"About 3,600 additional units (In addition, about 210 were sold in Canada) (298,300 evaporator coil drain pans, and 44,000 in Canada, were previously recalled in November 2021 and in July 2022)","DCT has received a total of 31 reports of fire involving the drain pans, including five reports since the recall was reannounced in July 2022. The incidents resulted in one reported smoke inhalation and several reports of significant fire and smoke damage to residences.","Consumers should contact Daikin Comfort Technologies Manufacturing L.P. (DCT) to determine whether your unit is included in this recall and to register for the free repair by a qualified technician. DCT is contacting all registered consumers where records indicate their gas furnace system is subject to the recall.","Sold At","Heating and cooling equipment independent dealers nationwide from January 2019 through November 2021 for between $200 and $1,200 per unit. Consumers may have purchased a bundled product including the coil, furnace, installation, and ancillary parts and supplies, or may have purchased the evaporator coil drain pan separately as a replacement product.",,"Daikin Comfort Technologies Manufacturing L.P. (f/k/a Goodman Manufacturing Company L.P.) of Houston, Texas (Evaporator Coils)",,"United States",,
