"Recall Number","Product Safety Warning Number",Date,"Product Safety Warning Date","Recall Heading","Name of product",Description,"Hazard Description","Consumer Action","Original Product Safety Warning Announcement","Remedy Type",Units,Incidents,Remedy,"Sold At Label","Sold At",Importers,Manufacturers,Distributors,"Manufactured In","Custom Label","Custom Field"
25136,,"February 13, 2025",,"Igloo Recalls More Than One Million 90 Quart Rolling Coolers Due to Fingertip Amputation and Crushing Hazards","Igloo 90 Qt. Flip & Tow Rolling Coolers","This recall involves Igloo 90 Qt. Flip &amp; Tow Rolling Coolers manufactured prior to January 2024. The date of manufacture is imprinted on the bottom of the cooler in a circular pattern with an arrow pointing to the month of manufacture and the last two digits of the year of manufacture inside the circle.&nbsp;The recalled coolers have a tow handle. “IGLOO” is printed on the side of the coolers. The coolers were sold in multiple body and lid color combinations, some of which are pictured above. The following cooler models with tow handles are included in the recall. The model number is located on labels affixed to the bottom of the cooler.Model/SKU #Description&nbsp;Date Codes&nbsp;34143LATITUDE 90 ROLLER07/2021 – 12/202327019MAXCOLD LATITUDE 90 ROLLER11/2020 – 12/2023POWERADE34202MAXCOLD 90 ROLLER07/2021 – 12/202334241LATITUDE 90 ROLLER MAXCOLD07/2021 – 12/202334389LATITUDE 90 ROLLER08/2021 – 12/202334424LATITUDE 90 ROLLER10/2019 – 12/202334488LATITUDE 90 ROLLER MAXCOLD03/2019 – 12/202334506LATITUDE 90 ROLLER08/2021 – 12/202334527LATITUDE 90 ROLLER09/2019 – 12/202334547LATITUDE 90 ROLLER MAXCOLD09/2019 – 12/202334553LATITUDE 90 ROLLER MAXCOLD09/2019 – 12/202334577LATITUDE 90 ROLLER09/2019 – 12/202334578LATITUDE 90 ROLLER09/2019 – 12/202334591LATITUDE 9011/2019 – 12/2023ROLLER MAXCOLD34608LATITUDE 9012/2019 – 12/2023ROLLER MAXCOLD34619LATITUDE 90 ROLLER01/2020 – 12/2023&nbsp;34624LATITUDE 90 ROLLER01/2020 – 12/2023MAXCOLD34689MAXCOLD LATITUDE 9003/2020 – 12/2023ROLLER34724MAXCOLD LATITUDE 9009/2020 – 12/2023ROLLER34734LATITUDE 90 ROLLER09/2020 – 12/202334750LATITUDE 90 ROLLER09/2020 – 12/202334752MAXCOLD LATITUDE 90 ROLLER09/2020 – 12/202334775LATITUDE 90 ROLLER09/2020 – 12/202334776ECOCOOL LATITUDE 90 ROLLER10/2020 – 12/2023MAXCOLD34789MAXCOLD LATITUDE 9011/2020 – 12/2023ROLLER34799LATITUDE 90 ROLLER12/2020 – 12/202334800MAXCOLD LATITUDE 90 ROLLER01/2021 – 12/202334818MAXCOLD LATITUDE 90 ROLLER03/2021 – 12/202334841LATITUDE 90 ROLLER MAXCOLD05/2021 – 12/2023&nbsp;34844SPORTSMAN 90 LATITUDE ROLLER04/2021 – 12/202334869LATITUDE 90 ROLLER06/2022 – 12/202334993MAXCOLD LATITUDE 90 ROLLER07/2023 – 12/202334999LATITUDE 90 ROLLER08/2023 – 12/202335003MAXCOLD 90 QUART ECO ROLLER06/2023 – 12/202335019MAXCOLD LATITUDE 90 ROLLER07/2023 – 12/202335044MAXCOLD LATITUDE 9010/2023 – 12/202335045MAXCOLD LATITUDE 9010/2023 – 12/202335052LATITUDE 90 ROLLER10/2023 – 12/202335053LATITUDE 90 ROLLER10/2023 – 12/202335054LATITUDE 90 ROLLER10/2023 – 12/202335065LATITUDE 90 ROLLER MAXCOLD11/2023 – 12/202349870LATITUDE 90 ROLLER&nbsp;09/2018 – 12/202349928LATITUDE 90 ROLLER&nbsp;08/2019 – 12/202349937LATITUDE 90&nbsp;08/2018 – 12/2023ROLLER49938LATITUDE 90 ROLLER09/2018 – 12/202350680MAXCOLD09/2023 – 12/2023LATITUDE 90 QUART","The tow handle can pinch consumers’ fingertips against the cooler, posing fingertip amputation and crushing hazards.",,,Replace,"About 1,060,000 (In addition, about 47,000 in Canada and 23,000 in Mexico)","The firm has received 12 reports of fingertip injuries, including fingertip amputations, bone fractures, and lacerations.","Consumers should immediately stop using the recalled coolers and contact Igloo for a free replacement handle.","Sold At","Costco, Target, Academy, Dick’s and other stores nationwide, and online at Amazon.com, Igloocoolers.com, and other websites from January 2019 through January 2025 for between $80 and $140.",,"Igloo Products Corp., of Katy, Texas",,"United States",,
25130,,"February 13, 2025",,"Setsmart Recalls LoGest Climbing Ropes Due to Fall Hazard","LoGest Climbing Ropes with Carabiners and LoGest Climbing Ropes with Heavy-Duty Metal Hooks","The recalled climbing ropes are made of hemp and were sold in 10, 15, 20, 25, 30 and 50 feet lengths. The LoGest Climbing Rope with Carabiner has a silver “D” ring and a silver climbing carabiner attached. The LoGest Climbing Rope with Heavy-Duty Metal Hook has a blue stripe running through the brown hemp rope and has one end with a black metal hook attached with two silver bolts and nuts. Both ropes have “LoGest” written in large white text on the black plastic on the ends of the ropes.","The climbing ropes can weaken and break, posing a fall hazard to consumers.",,,Refund,"About 22,500 (In addition, about 350 were sold in Canada and about 25 were sold in Mexico)","LoGest has received 13 reports of the recalled ropes breaking, including one report of a fall that resulted in a severe spinal cord injury. ","Consumers should immediately stop using the climbing ropes, uninstall them, and register for a full refund at&nbsp;www.LoGestRopeRecall.com. Consumers will receive a form to sign as part of the disposal of the climbing ropes. Consumers must follow the disposal directions on the form and email a photo of the disposed rope to&nbsp;LoGestRecall@gmail.com to receive their refund. Full refunds will be issued via Amazon to the original form of payment associated with the order. Amazon is contacting all known purchasers directly.","Sold At","Online at Amazon.com from March 2021 through November 2024 for between $20 and $70.","Setsmart LLC, of Brooklyn, New York",,,China,,
25077,,"December 26, 2024",,"Black Diamond Equipment Recalls PIEPS Pro IPS Avalanche Transceivers Due to Risk of Loss of Emergency Communications","PIEPS Pro IPS Avalanche Transceivers","This recall involves all Black Diamond Equipment PIEPS Pro IPS Avalanche Transceivers. The transceivers are black plastic with an LCD screen below a yellow mark button. They measure about 5 inches long by 3 inches wide. PIEPS appears in yellow lettering and PRO IPS in white lettering on the front of the unit. The first four numbers in the transceivers’ serial number range from 2326 through 2445 for recalled units and can be found on the label on the inside of the battery compartment door.&nbsp;","The battery compartment within the avalanche transceiver could not have enough contact force to supply power. In some cases, the transceiver will fail to power on or cease operating during use. It would make it impossible to locate a victim in an avalanche emergency situation, which could result in serious injury or death.",,,"Refund, Repair","About 770 (In addition, about 70 were sold in Canada) ","Black Diamond has received one report of the battery compartment not operating correctly. No injuries have been reported.","Consumers should immediately stop using the avalanche transceivers and contact Black Diamond for a full refund or free repair, including shipping. Consumers will not be asked for proof of purchase and will receive a pre-paid shipping label to return the recalled transceivers. Black Diamond is&nbsp;contacting all known purchasers.","Sold At","Alpenglow Sports, Cripple Creek Backcountry, EVO Gear, Liberty Mountain, Mountain Chalet, Mammoth Mountaineering and other specialty outdoor stores nationwide, and online at www.backcountry.com, www.polaris.com and www.blackdiamondequipment.com from February 2024 through November 2024 for between $530 and $620.&nbsp;","Black Diamond Equipment Ltd., of Salt Lake City, Utah",,,Austria,,
24358,,"September 12, 2024",,"Petzl America Recalls GYM, PANDION and PANJI Climbing Harnesses Due to Fall Hazard","Petzl GYM, PANDION and PANJI climbing harnesses","This recall involves three Petzl climbing harnesses: the GYM harness (Model No. C032AA00), the PANDION harness (Model Nos. C029AA00 and C029AA01), and the PANJI harness (Model No. C028AA00). The recalled harnesses were used by operators of climbing gyms, adventure parks, guide companies, and consumers. Serial numbers are printed on a label inside the harnesses.Recalled HarnessesSerial NumbersGYM harness&nbsp;(Model C032AA00)18319xxxxxx through 19264xxxxxx, 19Jxxxxxxxxxx through 24AxxxxxxxxxxPANDION harness&nbsp;(Model C029AA00)18321xxxxxx through 19264xxxxxx 19Jxxxxxxxxxx through 24AxxxxxxxxxxPANDION harness&nbsp;(Model C029AA01)1827xxxxxx through 19262xxxxxx, 19Jxxxxxxxxxx through 23AxxxxxxxxxxPANJI harness&nbsp;(Model C028AA00)18326xxxxxx through 19253xxxxxx, 19Jxxxxxxxxxx and 23Jxxxxxxxxxx","The recalled harness can be put on backwards and the rope or carabiner can be attached to a non-weight-bearing leg loop elastic band, placing the user at risk of falling from height and sustaining serious injury, including paraplegia or death.",,,Repair,"About 22,000 (In addition, about 5,800 were sold in Canada)","There has been one report of a user in the United States suffering serious injuries from a fall.","Consumers and operators of climbing gyms, adventure parks, search and rescue operations, and adventure guide companies should immediately stop using the recalled harnesses and contact Petzl America for a free repair.","Sold At","Online and in stores at KarstSports, PeakTrading, Backcountry, OmniProGear, Moosejaw and other outdoor equipment stores from January 2019 through May 2024 for between $59.95 and $69.95.","Petzl America, Inc., of Salt Lake City, Utah",,,Malaysia,,
24354,,"September 05, 2024",,"Delta Cycle Recalls Ceiling Hoists with Straps Due to Injury Hazard","Ceiling Hoists with Straps","This recall involves Ceiling Hoists with Straps with model number RS2300. The model number is only listed on the product packaging. The product can lift bicycles, kayaks, ladders, boxes and other large objects off the floor using a pulley system. Note that no recall action is required if the ceiling hoists are used without the use of straps. Units affected by this recall will have serial numbers within one of the 16 ranges listed below on the bottom of the pulley, or will NOT have a serial number at all:&nbsp;Serial Number Ranges65629 – 66828112494 – 114493115494 – 116502131332 –&nbsp;132819165193 – 167192187360 – 188895220801 – 222800264059 – 266058396421 – 397428428259 – 430258464905 –&nbsp;4664081650319 – 16513261667038 – 16690371717501 – 17180441750965 – 17519721776082 – 1777089The serial number is located on the underside of the flat part of the ~6"" long pulleys where the pulleys attach to the ceiling. Unscrew the flat plate from the ceiling to check the underside to locate the serial number.","The plastic buckles on the straps being used to hold a kayak, canoe or other large objects with the ceiling hoist can break, posing an injury hazard to consumers.",,,Replace,"About 25,140 (In addition, about 3,390 were sold in Canada)","The firm has received four reports of incidents, including one minor injury.","Consumers should immediately stop using the Ceiling Hoist with Straps and contact Delta Cycle Corp to receive free replacement straps. Consumers should cut the old straps with buckles in half and discard them. If consumers are using the ceiling hoist to hold a bicycle (and not&nbsp;using included straps), no recall action is needed.","Sold At","REI and various other independent stores, and online at Amazon.com and designbydelta.com from February 2017 through July 2024 for about $40.","Delta Cycle Corp., of Randolph, Massachusetts",,,China,,
24347,,"August 22, 2024",,"Head Rush Technologies Recalls TRUBLUE Speed Auto Belay Devices Due to Fall Hazard","TRUBLUE Speed Auto Belay Devices","This recall involves Head Rush Technologies TRUBLUE Speed Auto Belay Devices, 12.5m and 16m versions. The device enables climbers to safely descend after a speed climbing event. The device is gray with blue handles, the 12.5m version has black webbing handgrip above the carabiner, and the 16m version has blue webbing handgrip. The model TRUBLUE Speed TBSD150-20 and serial number are on a label located on the handle. The auto belay devices have a serial number within the serial number range: TBSD00098 through TBSD01180.","The auto belay device backup brake can fail to activate, posing a fall hazard and risk of serious injury or death.",,,Repair,"About 220","The firm has received one incident report involving brake failure, causing the user to fall, resulting in a broken ankle.","Consumers should immediately stop using the recalled auto belay devices and contact Head Rush Technologies for a free inspection and repair. Head Rush Technologies is contacting all known purchasers directly.","Sold At","Online at www.headrushtech.com from May 2017 through July 2021 for between $2,800 and $2,900.",,"Head Rush Technologies, of Louisville, Colorado",,"United States",,
24277,,"June 20, 2024",,"Head Rush Technologies Recalls TRUBLUE iQ Auto Belay Devices Due to Fall Hazard","TRUBLUE iQ Auto Belay Devices","This recall involves TRUBLUE iQ Auto Belay Devices, which enable climbers to safely descend while climbing.&nbsp;The TRUBLUE iQ is gray with blue handles and a gray sash on the front cover. The TRUBLUE IQ+ has an added catch-and-hold brake on the front. The LT versions of the iQ and iQ+ have blue tags above the blue webbing hand grip; the XL versions have a purple tag. The recalled auto belay devices have a serial number within the following serial number ranges printed on the device’s handle, as well on the bottom of the device:ModelSerial Number RangeMounting HeightTRUBLUE iQ LT (12.5m)iQ0014492 through iQ0036407&lt;9m (29.5ft)TRUBLUE iQ XL (20m)iQXL01283 through iQXL02678&lt;17.5m (57.4ft)TRUBLUE iQ+ LT (12.5m)iQP00110 through iQP00161&lt;9m (29.5ft)TRUBLUE iQ+ LT (12.5m)iQP000164 through iQP000356&lt;9m (29.5ft)TRUBLUE iQ+ XL (20m)iQXLP0104 through iQXLP0182&lt;17.5m (57.4ft)","The recalled auto belay device can fail to retract, posing a fall hazard and risk of serious injury or death.",,,Repair,"About 2,200 (In addition, about 254 were sold in Canada)","The firm has received 31 reports of incidents involving impaired retraction, including one consumer fall. No injuries have been reported.","Consumers should immediately stop using recalled auto belay devices, and contact Head Rush Technologies for a free inspection and repair.","Sold At","Online at www.headrushtech.com from November 2022 through February 2024 for between $2,800 and $4,600.",,"Head Rush Technologies, of Louisville, Colorado",,"United States",,
24261,,"June 13, 2024",,"Black Diamond Equipment Recalls Neve Strap Crampons and Accessory Kits Due to Fall Hazard","Neve Strap Crampons and Accessory Kits","This recall involves Neve Strap Crampons and Accessory Kits, Style No. 400073, with date codes 01-2021, 05-2022, 07-2023, 01-2024 and SS1271. The date codes are located on the rubber heel strap pull-tab and on the underside of the toe piece under the anti-balling plate. The products are made of aluminum plates with spikes that attach to boots for ice climbing. The metal plates have a bright green color, and a black plastic toe and heel bail with a black webbing strap that fastens around the ankle. This recall also includes the Neve Strap Binding Accessory Kit, Style No. 400683, and Neve Strap Heel Cup Screw &amp; Nuts, Style No. 400687, which were sold separately as spare parts/accessories.","The screws that connect the plastic heel cup to the aluminum heel unit of the crampon can loosen and allow the heel cup to detach from the crampon, posing a fall hazard.",,,Refund,"About 350 (In addition, about 28 were sold in Canada)","The firm has received three reports of incidents of the crampons becoming loose or the heel cup becoming detached by hikers. No injuries have been reported.","Consumers should immediately stop using the recalled Neve Strap Crampons and accessory kits, and contact Black Diamond Equipment to receive a full refund. Consumers will receive a prepaid return label to mail them back to Black Diamond Equipment, after which they will be issued a refund. The firm is contacting all known purchasers.","Sold At","Black Diamond stores, REI and other stores nationwide, and online at blackdiamond.com, backcountry.com and REI.com from January 2024 through May 2024 for about $180.","Black Diamond Equipment, of Salt Lake City, Utah",,,Taiwan,,
24259,,"June 06, 2024",,"Salewa USA Recalls Wild Country Ropeman 1 Ascenders Due to a Failure to Ascend","Wild Country Ropeman 1 ascenders","This recall involves orange colored Wild Country “Ropeman 1” ascenders used in mountaineering and rock climbing. The recalled ascenders were manufactured in July 2022 and are marked with batch 05A0722. &nbsp;“ROPE MAN 1” and the batch number are printed in white on the side of the product. &nbsp;","The teeth of the recalled ascenders can fail to engage, making it difficult or impossible for the user to ascend.",,,Replace,"About 7,700 (In addition, about 297 were sold in Canada)","None reported.","Consumers should immediately stop using the recalled Ropeman 1 ascenders, and contact Wild Country to coordinate return of the recalled product and shipment of a free replacement ascender. Consumers can also return the recalled Ropeman 1 ascenders to Wild Country directly or at any authorized Wild Country Dealer for a free replacement.","Sold At","REI and other specialty outdoor stores nationwide and online at www.wildcountry.com, www.backcountry.com, and www.campsaver.com from December 2022 through April 2024 for about $55.","Salewa USA LLC, of Boulder, Colorado",,,Taiwan,,
24146,,"March 07, 2024",,"Anker EverFrost Lithium-Ion Battery Powered Coolers Recalled Due to Battery Fire Hazard; Manufactured by Anker Innovations","EverFrost Battery Powered Coolers","This recall involves the lithium-ion battery packs in Anker EverFrost Coolers. The coolers are intended for use in outdoor camping, travel and fishing for cooling and freezing food or medicine. They are dark gray with wheels and a drop-down rolling handle. There is a blue charging port for charging by alternative power sources, such as plug-in or solar, on one end of the cooler. The name “Anker EverFrost” appears on the side in silver and blue. The model number is printed&nbsp;on the outer surface on the bottom of the cooler. The following model numbers are included in this recall:&nbsp;&nbsp;ProductModel #SizeAnker Detachable Battery pack for Powered CoolerA17B0Not ApplicableAnker EverFrost Powered Coolers 30A17A033 LiterAnker EverFrost Powered Coolers 40A17A143 LitersAnker EverFrost Powered Coolers 50A17A253 Liters","The lithium-ion batteries in the Anker EverFrost Coolers can overheat, posing a fire hazard.",,,Replace,"About 5,480 (In addition, about 160 in Canada)","The firm has received five reports of overheating, smoke and/or fire. No injuries have been reported.","Consumers should immediately stop using the recalled coolers, and contact Anker for a free replacement lithium-ion battery pack. Visit&nbsp;https://www.anker.com/anker-solix/cooler-battery-recall-pps to file a claim, and for instructions on how to replace the battery pack.&nbsp;Recalled lithium-ion batteries should be disposed of in accordance with any local and state laws, and not in the trash.","Sold At","Best Buy, TD Synnex and other stores nationwide and online at kickstarter.com from May 2023 through September 2023 for between $250 and $950.",,"Anker Innovations Limited, of Hong Kong&nbsp;",,China,,
24126,,"February 22, 2024",,"Cascade Designs Recalls Camping Cooking Pots Due to Burn and Scald Hazards","MSR camping cooking pots","This recall involves select Cascade Designs camping cooking pots. The anodized aluminum pots are various 1- to 2-liter pots sold individually and as a part of stove systems and kits. The recalled models include Reactor, Trail Lite and PocketRocket Stove Kits. MSR is written on the side of the pots.","The pot handle can detach or become loose, posing burn and scald risks to consumers from hot food and liquids spilling from the product.",,,Replace,"About 60,655 (In addition, about 22,320 were sold in Canada and about 35 were sold in Mexico)","The company has received 22 reports of the pot handle either detaching or becoming loose, including two reports of burn injuries.","Consumers should immediately stop using the recalled camping cooking pot, and contact Cascade Designs for instructions on submitting a photo of the product to receive a free replacement pot handle/lifter. The replacement pot handle/lifter does not require tools to install.","Sold At","Outdoor equipment stores nationwide from January 2008 through October 2023 for between $40 and $290.","Cascade Designs Inc., of Seattle, Washington",,"Cascade Designs Inc., of Seattle, Washington",Thailand,,
24120,,"February 15, 2024",,"FeraDyne Outdoors Recalls Rhino Climbing Sticks Due to Fall and Laceration Hazards","Rhino 24-foot Hot Foot Climbing Sticks","This recall involves Rhino branded 24-foot Hot Foot Climbing Sticks used in game hunting. They have extended tree braces with angled steps in six four-foot stick sections. The model name “RTSL-24” and lot codes are printed on a label attached to the support pole. Lot codes with calendar year 2023 and all previous years are included in this recall. The lot codes have a two-digit year followed by a two-digit month, i.e., 2312xx, 2212xx.","The climbing sticks can break at the weld point, posing fall and laceration hazards to consumers.",,,Refund,"About 8,900","FeraDyne has received nine reports of the recalled climbing sticks breaking, resulting in three reports of laceration injuries.","Consumers should immediately stop using the recalled climbing sticks and contact FeraDyne to receive a full refund. Consumers can return the recalled product with a&nbsp;FeraDyne-provided prepaid mailer or receive instructions on how to destroy the climbing stick.","Sold At","Amazon.com, Walmart.com and other sporting goods stores nationwide from January 2021 through December 2023 for about $100.","FeraDyne Outdoors, LLC, of Superior, Wisconsin",,,China,,
24066,,"December 21, 2023",,"FeraDyne Outdoors Recalls Rhino Tree Stands Due to Fall Hazard","Rhino Tree Stands","This recall involves the Treestand Safety Harness with model numbers RTH-2000S and RTH-2001S which were sold as part of Rhino Tree Stands/Ladder Stands that have model numbers: RTH-100, RTH-200, RTL-100, RTL-200, RTL-300, RTL-400, RTL-1000, RTL-3000 and RTL-4000. The recalled tree stands safety harnesses have black cloth strips with a white cloth tether stitched together with orange thread. The safety harness model number is printed on a label included with each harness that says “RTH-2000S” or “RTH-2001S”. This safety harness was included in the box of the following tree-stand/ladder-stand products.Model #DescriptionRTH-100Hang on the standRTH-200Hang on the stand with shooting railRTL-10016-foot ladder standRTL-20016-foot ladder standRTL-30018-foot ladder standRTL-40022-foot ladder standRTL-100018-foot ladder standRTL-300017.5-foot XL ladder standRTL-400017.5-foot ladder stand","Testing determined the safety harness does not comply with voluntary industry safety standard, ASTM F2337-21, and the stitching can rip, posing a fall hazard to the user.",,,Repair,"About 50,000 (In addition, about 340 were sold in Canada)","None reported.","Consumers should immediately stop using the recalled tree stands and contact FeraDyne Outdoors for instructions to receive a replacement tree stand safety harness. FeraDyne will ship the replacement safety harness free of charge. Consumers will need to submit proof of destruction of the original safety harness.","Sold At","Dick’s Merchandising &amp; Supply, Orscheln Farm &amp; Home, and hunting and supply stores nationwide and online at Amazon.com and other websites from February 2021 through December 2022 for between $110 and $360.","FeraDyne Outdoors, of Superior, Wisconsin",,,China,,
24040,,"December 07, 2023",,"Security Equipment Recalls SABRE Aim & Fire Pepper Gel Spray Canisters Due to Failure to Operate in an Emergency","SABRE Aim & Fire Pepper Gel Spray with Training Canisters","This recall involves SABRE Aim &amp; Fire Pepper Gel with Training Canisters with model number SDP-G-03. The canisters look like a toy gun and have a black handle with an orange body. Only units with the expiration date of 9/2027 are included in the recall. The expiration date can be found on the white label on the side of the canisters.","The Sabre Aim &amp; Fire Pepper Gel Spray canisters do not contain the red nozzle on top of the valve stem that is needed to deploy the product and will not deploy pepper gel spray when it is triggered. Also, the canisters can fail to spray in the defense of the individual during an emergency.",,,Replace,"About 4,000","The firm has received two reports of the red nozzle missing. No injuries have been reported.","Consumers should immediately stop using the recalled SABRE Aim &amp; Fire Pepper Gel Spray with Training Canisters and contact Security Equipment Corporation for instructions on receiving a free replacement product. The firm will provide a free shipping label to return the product.","Sold At","Sporting goods stores nationwide and online at Amazon.com from July 2023 through August 2023 for about $50.",,"Security Equipment Corporation, of Fenton, Missouri",,"United States",,
