"Recall Number","Product Safety Warning Number",Date,"Product Safety Warning Date","Recall Heading","Name of product",Description,"Hazard Description","Consumer Action","Original Product Safety Warning Announcement","Remedy Type",Units,Incidents,Remedy,"Sold At Label","Sold At",Importers,Manufacturers,Distributors,"Manufactured In","Custom Label","Custom Field"
26210,,"January 22, 2026",,"Iristar Minoxidil Spray Bottles for Hair and Beard Growth Recalled Due to Risk of Serious Injury or Death from Child Poisoning; Violates Mandatory Standard for Child-Resistant Packaging; Sold on Amazon by Moralowen","Iristar Minoxidil Spray Bottles","This recall involves Iristar Minoxidil Spray Bottles, 5% minoxidil with biotin for hair and beard growth. The sprays come in black plastic bottles with navy blue labels and white highlights with a spray cap. The bottles and outer packaging are labeled “Iristar” and “Minoxidil Spray” on the front and ingredients and directions for use are found on the back.","The recalled spray bottles contain minoxidil, which must be in child-resistant packaging, as required by the&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Prevention Packaging Act. The packaging is not child-resistant, posing a risk of serious injury or death from poisoning if the contents are swallowed by young children.",,,Replace,"About 29,000","None reported","Consumers should immediately secure the recalled spray bottles out of sight and reach of children and contact Moralowen for a free replacement bottle with a child-resistant closure. Consumers are instructed to transfer the contents of the recalled bottle into the new child-resistant bottle. Once the product is transferred, consumers can continue to use the product as directed.","Sold Online At","Amazon.com from December 2024 through September 2025 for about $18.",,"Shaoshan Leiluo Trading Co., Ltd. of Shaoshan, Hunan of China",,China,Retailer:,"Moralowen, of South Korea"
26198,,"January 15, 2026",,"RootStim Recalls Beard Growth Serum Spray Bottles Due to Risk of Serious Injury or Death from Child Poisoning; Violate Mandatory Standard for Child-Resistant Packaging","RootStim Beard Growth Serum, 5% Minoxidil","This recall involves RootStim Beard Growth Serums spray bottles. The serums come in black boxes with orange and white lettering and have an orange mustache icon on its front panel. The boxes have “Beard Growth Treatment” and “5% Minoxidil – Biotin &amp; Rice Water” printed on its front, directions and warnings printed on its sides, and “Distributed By RootStim LLC” on the bottom. The bottles are black with black spray cap, transparent top cap, and an orange and black wraparound label bearing the same information as the box.","The beard growth serum contains minoxidil, which must be in child-resistant packaging, as required by the Poison Prevention Packaging Act. The serum’s packaging is not child-resistant, posing a risk of serious injury or death from poisoning if the contents are swallowed by young children.&nbsp;",,,Replace,"About 16,900","None reported","Consumers should immediately secure the recalled serum bottles out of sight and reach of children, and contact RootStim for instructions on receiving a replacement product. Consumers will be asked to discard the original bottle.&nbsp;","Sold Online At","Amazon.com from November 2024 through September 2025 for about $20.&nbsp;",,"Ronghui Intelligent Manufacturing Technology (Guangzhou) Co., Ltd., of China&nbsp;","RootStim LLC, of Lanham, Maryland",China,,
26182,,"January 15, 2026",,"Ruahouine Hair Growth Serum Bottles Recalled Due to Risk of Serious Injury or Death from Child Poisoning; Violates Mandatory Standard for Child-Resistant Packaging; Sold on Amazon by Ruahouine","Ruahouine Hair Growth Serum Bottles","This recall involves Ruahouine Hair Growth Serum. The serum comes in 60ml (2.11 fl. oz.) transparent amber dropper bottles. “Ruahouine”, “Minoxidil Hair Growth Serum”, and “5% Minoxidil With Biotin” are printed on labels wrapped around the bottles.&nbsp;","The serum bottles contain minoxidil, which must be in child-resistant packaging, as required by the https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… lang=""EN-US"">Poison Prevention Packaging Act. The serum’s packaging is not child-resistant, posing a risk of serious injury or death from poisoning if the contents are swallowed by young children.",,,"Refund, Replace","About 25,000","None reported ","Consumers should immediately secure the recalled serum bottles and place them out of sight and reach of children. Contact Ruahouine for instructions on how to destroy the recalled bottles and how to receive a refund or replacement bottle. Consumers will be asked to pour the contents of the bottle into the trash and take a photo of the bottle in the trash and email it to ruahouine@gmail.com.&nbsp;","Sold Online At","Amazon.com from January 2025 through July 2025 for about $10&nbsp;",,,,China,Retailer:,"Ruahouine, of China&nbsp;"
26158,,"December 18, 2025",,"Feel The Beard Recalls Minoxidil Beard Growth Serum Bottles Due to Risk of Serious Injury or Death from Child Poisoning; Violates Mandatory Standard for Child-Resistant Packaging","Feel The Beard Minoxidil Beard Growth Oil for Men","This recall involves Feel The Beard-branded Beard Growth Oil bottles. The beard growth oil comes in a one-ounce dark amber bottle with a black dropper cap. The label wrapped around the beard growth oil and the outer packaging read “Beard Growth Oil,” “Feel The Beard,” and “5% minoxidil with biotin.”","The beard serum contains minoxidil, which must be in child-resistant packaging as required by the&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Prevention Packaging Act. The hair serum’s packaging is not child-resistant, posing a risk of serious injury or death from poisoning if the contents are swallowed by young children.",,,Replace,"About 840","None reported","Consumers should immediately secure the recalled serum bottles out of sight and reach of children, and contact Feel The Beard for instructions on destroying the recalled bottles and receiving a replacement. Consumers will be asked to pour the contents of the bottle into the trash and take a photo of the bottle in the trash and email it to&nbsp;ziyad@feelthebeard.com.","Sold Online At","Amazon.com from April 2025 through September 2025 for about $10.",,,,China,"Manufactured in:",China
26157,,"December 18, 2025",,"Plantimex Recalls Mamisan Lidocaine Ointment Containers Due to Risk of Serious Injury or Death from Child Poisoning; Violates Mandatory Standard for Child-Resistant Packaging","Mamisan Pain Relieving Topical Ointment","This recall involves Mamisan Pain Relieving Topical Ointment jars. The ointment comes in an orange container with a white continuous thread lid and has the Mamisan trademark printed on top of the lid and on the label. The ointment was sold in a 3.52 ounce plastic jar. The wraparound label includes instructions and drug facts. Only jars with UPC code 860006498115 are included in the recall.","The ointment contains lidocaine, which must be in child-resistant packaging, as required by the&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… lang=""EN"">Poison Prevention Packaging Act. The ointment’s packaging is not child-resistant, posing a risk of serious injury or death from poisoning if the contents are swallowed by young children.",,,Repair,"About 50,330","None reported","Consumers should immediately secure the recalled ointment jars out of the sight and reach of children and contact Plantimex to receive a free replacement lid. Once the product is secured with the replacement lid, consumers can use the product, as directed.","Sold At","Walmart and Target stores nationwide and online at Target.com from April 2024 through October 2025 for about $10.",,"MiramarLab, of Doral, Florida","Plantimex Distributors, Inc., of San Diego, California","United States",,
26102,,"November 20, 2025",,"Demlar Recalls MoonSoll and Magic Chems Fuel Bottles Due to Risk of Serious Injury or Death from Flash Fire; Violates Mandatory Standard for Portable Fuel Containers and FHSA Labeling Requirements; Imported by Demlar Online Store","MoonSoll and Magic Chems Fuel Bottles","This recall involves Demlar’s bottles of MoonSoll-branded ethanol and Magic Chems-branded bioethanol fuel, used for tabletop fire pits, fireplaces, stoves and burners. The clear fuel bottles have a red or green cap. They were sold individually or as a pack of three and in 500mL and 1000mL capacities. The brand name and capacity are printed on the front of the bottle’s label.","The ethanol fuel bottles violate the federal safety standard for portable fuel containers because they lack flame mitigation devices required by the&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Fuel Container Safety Act, posing a deadly risk of flash fire. The fuel containers also fail to meet the federal safety regulation for deceptive disclaimers required by the&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Hazardous Substances Act&nbsp;(FHSA) because they claim the contents are “Non-Toxic.”",,,Refund,"About 18,200","None reported","Consumers should immediately stop using the recalled fuel bottles, place them out of reach of children and contact Demlar for a full refund. Consumers will be asked to write “Do not use” and the Amazon order number with permanent marker on the container and submit a photo of it to&nbsp;info@demlar.com. Consumers should dispose of the fuel bottles in accordance with local and state regulations.Note: Consumers should follow local household hazardous waste (HHW) guidance for flammable liquids. Contact your city, county, or state HHW program for instructions, as requirements may differ by location. Safe approach: Keep the product in its container, clearly label it “Do Not Use,” and bring it to a local HHW drop-off.","Sold Online At","Amazon.com from May 2025 through July 2025 for between $16 and $32.","Demlar LLC, owner of the MoonSoll and Magic Chems brands dba Demlar Online Store, of Casper, Wyoming","STARKİM KİMYA SAN. T.C. A.Ş., of Turkey",,Turkey,,
26068,,"November 06, 2025",,"F&F Fine Wines Recalls Kirkland Signature Valdobbiadene Prosecco DOCG Bottles sold by Costco Due to Laceration Hazard","Kirkland Signature Valdobbiadene Prosecco DOCG bottles","This recall involves certain glass bottles of Kirkland Signature Valdobbiadene Prosecco DOCG. The UPC is 196633883742 and the Costco Item Number is 1879870. The product was sold in a green bottle with purple foil on the top and a purple label with the words “Kirkland Signature Valdobbiadene Prosecco Superiore DOCG”.","The Prosecco bottles can break or shatter, posing a laceration hazard.",,,Refund,"About 941,400","F&F Fine Wines International, Inc. has received ten reports of the bottles shattering or breaking, resulting in one laceration injury.","Consumers should immediately stop using the recalled bottles and not attempt to open them. Consumers should discard the recalled bottles in their household trash and contact Ethica Wines for instructions on how to obtain a full refund from Costco.","Sold At","Costco stores in IA, IL, IN, KY, MI, MN, MO, ND, NE, OH, SD, and WI from April 2025 through August 2025 for about $8.","F&F Fine Wines International, Inc. dba Ethica Wines, of Miami, Florida.",,,Italy,,
26030,,"October 16, 2025",,"Wilteexs Bioethanol Fuel Bottles Recalled Due to Risk of Serious Injury or Death from Flash Fire; Violates Mandatory Standards for Portable Fuel Containers and Hazardous Substances; Imported by Wilteexs","Wilteexs Bioethanol Fuel Bottles","This recall involves Wilteexs-branded bottles of bioethanol used for tabletop fire pits, fireplaces, stoves and burners. The 1.06 quarts/1liter clear bottles come pre-filled with fuel.&nbsp;“WILTEEXS,” “BIO ETHANOL” and an image of a burning flame are printed in blue and white on the front of the bottles. “X004IQ9ZCH” is printed below the barcode on the back of the bottles.&nbsp;Note:&nbsp;Recalled ethanol should be disposed of in accordance with any local and state regulations, contact your local hazardous waste treatment center or inquire about professional recycling points through the environmental protection agency. Do not dispose of ethanol in sewers, rainwater pipes or ordinary garbage cans to avoid causing fires or environmental pollution.&nbsp;","The ethanol fuel bottles violate the federal safety standard for portable fuel containers because they lack flame mitigation devices required by the&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Fuel Container Safety Act, posing a deadly risk of flash fire. The fuel containers also fail to meet the federal safety regulation for deceptive disclaimers required by the&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Hazardous Substances Act&nbsp;because they claim the contents are “Non Toxic”.&nbsp;",,,Refund,"About 1,100 ","None reported","Consumers should immediately stop using the recalled fuel bottles, place them out of reach of children, and contact Wilteexs for a full refund. Consumers will be asked to write “Do not use” and the Amazon order number with permanent marker on the bottle; and submit a photo of it to&nbsp;hongyaodemg@outlook.com. Consumers should dispose of the fuel bottles in accordance with local and state regulations.&nbsp;","Sold At","Amazon from April 2025 through July 2025 for about $17.","Hongyaodekejiyouxiangongsi, dba online seller Wilteexs, of China",,,China,,
26005,,"October 02, 2025",,"Dissolved Oxygen Test Kits Recalled Due to Risk of Serious Injury or Death from Poisoning to Young Children; Violates Mandatory Standard for Child-Resistant Packaging; Sold on Amazon by Almpal","Dissolved Oxygen Test Kits","This recall involves Almpal dissolved oxygen test kits. The test kits come in a cream-colored box bearing a white label with “Dissolved Oxygen Test Kit” and the manufacture date, batch number, and expiration date printed on it.","The recalled test kits contain a bottle of sulfuric acid, which must be in child-resistant packaging, as required by the&nbsp;https://www.cpsc.gov/Poison-Prevention-Packaging-Act"">Poison Prevention Packaging Act. The test kits violate the mandatory standard for child-resistant packaging because the bottle of sulfuric acid is not child-resistant, posing a risk of serious injury or death from poisoning, if the contents are swallowed by young children.",,,Refund,"About 470","None reported","Consumers should immediately secure the recalled test kits out of sight and reach of children and contact Almpal for how to properly dispose of the recalled bottles and for information on how to receive a full refund. Prior to disposing of the recalled kits, consumers will be asked to submit a photo to the seller’s account through Amazon's messaging platform. A full refund will be issued upon successful verification of the submitted images. Only unexpired kits are included in this recall, which involves kits sold after May 2025. Consumers should dispose of all kits, expired, unexpired or unused in accordance with local household hazardous waste regulations.&nbsp;Note: Physically returning the product is not required.","Sold Online At","Amazon from May 2025 through August 2025 for about $25",,,,China,Retailer:,"Ningbo Leha E-Commerce Co., Ltd., of China doing business as Amazon seller Almpal"
25460,,"September 11, 2025",,"Blueroot Health Recalls Bottles of Bariatric Fusion Iron Multivitamins Due to Risk of Serious Injury or Death from Child Poisoning; Violates Mandatory Standard for Child-Resistant Packaging; Manufactured by VitaQuest International","Bariatric Fusion Iron Multivitamin Bottles","This recall involves two types of Bariatric Fusion dietary supplement bottles: high ADEK multivitamin capsules (90 and 270-count bottles) and One Per Day bariatric multivitamin capsules (90-count bottle), both with 45mg of iron. The recalled bottles are white and orange. Only bottles with smooth cap tops that lack the “push down &amp; turn” embossed lettering are included in this recall. The Bariatric Fusion logo is printed on the front of the bottles. Lot number 0066J4, 0065J4, 0453B5&nbsp;or 0370B5 is printed on the bottom of the bottles.","The recalled multivitamins contain iron, which must be in child-resistant packaging, as required by the&nbsp;https://www.cpsc.gov/Poison-Prevention-Packaging-Act"">Poison Prevention Packaging Act. The recalled packaging of the iron-containing multivitamins violates the federal standard for child-resistant packaging because the bottle caps are not child-resistant, posing a risk of deadly poisoning, if the contents are swallowed by young children.",,,Replace,"About 4,700","None reported","Consumers should immediately secure the recalled bottles out of sight and reach of children, and contact Blueroot Health for information on how to obtain a free child-resistant replacement cap.","Sold Online At","Amazon.com, bariatricfusion.com and other websites from January 2025 through June 2025 for between $23 and $57.",,"VitaQuest International, LLC of Caldwell, New Jersey","Blueroot Health, Inc., of Middletown, Connecticut","United States",,
25399,,"July 24, 2025",,"Creekwood Naturals Recalls 100% Natural Pure Gum Spirits of Turpentine Bottles Due to Risk of Serious Injury or Death from Child Poisoning; Violates Mandatory Standard for Child Resistant Packaging","100% Natural Pure Gum Spirits of Turpentine Bottles","This recall involves Creekwood Naturals Gum Spirits of Turpentine bottles. The Gum Spirits of Turpentine comes in a clear glass bottle that has a brown label with red, black and white lettering. The front panel of the label on the bottle features ""Turpentine"" in large lettering, along with ""Pure Gum Spirits"" or ""Quality Gum Spirits.""","The recalled bottles contain turpentine, which must be in child-resistant packaging, as required by the Poison Prevention Packaging Act. The turpentine bottles violate the mandatory standard for child-resistant packaging, posing a deadly poisoning hazard to young children.",,,Replace,"About 9,000","None reported","Consumers should immediately secure the recalled turpentine bottles out of the sight and reach of children. Consumers should contact Creekwood Naturals for a free replacement child-resistant closure. Consumers must complete a form online at&nbsp;https://creekwoodnaturals.com/pages/recall to receive the replacement.","Sold Online At","Amazon, Etsy, Ebay and Creekwood Naturals from June 2023 through May 2025 for between $20 and $40.",,"Creekwood Naturals, of Corona, California",,"United States",,
