"Recall Number","Product Safety Warning Number",Date,"Product Safety Warning Date","Recall Heading","Name of product",Description,"Hazard Description","Consumer Action","Original Product Safety Warning Announcement","Remedy Type",Units,Incidents,Remedy,"Sold At Label","Sold At",Importers,Manufacturers,Distributors,"Manufactured In","Custom Label","Custom Field"
26204,,"January 22, 2026",,"Yetonamr Pull String Teething Toys Recalled Due to Risk of Serious Injury or Death from Choking; Violate Mandatory Standard for Toys; Sold on Amazon by Longyanguiheng","Yetonamr Pull String Teething Toys","This recall involves the Yetonamr Pull String Teething Toy. The teething toy is an off-white disc shape with either a red ball or blue ball in the middle and six long, silicone pull string “tentacles” of various colors running through the ball. There are also three free-spinning rings and soft push buttons on the disc. “Model no. 688-59” is printed on the product packaging.","The recalled teething toys violate the mandatory standard for toys because the silicone strings are smaller than permitted. The silicone strings can reach the back of the throat and become lodged, posing a risk of respiratory distress, serious choking hazard and death.",,,Refund,"About 6,800","CPSC is aware of 32 choking incidents.","Consumers should stop using the teething toy immediately, take it away from children and contact Longyanguiheng to receive a full refund. Consumers should cut and discard all silicone string tentacles, write “DESTROYED” on the main body of the toy using a permanent marker, and email a photograph of the destroyed product to&nbsp;yetonamr_recall@163.com.","Sold Online At","Amazon.com from June 2025 through October 2025 for between $10 and $16.","Longyan Xinluo District Guiheng E-Commerce Co. Ltd., dba Longyanguiheng, of China",,,China,,
26195,,"January 15, 2026",,"Greatale Recalls Self-Feeding Pillows Due to Risk of Serious Injury or Death from Aspiration and Suffocation","Self-Feeding Pillows","This recall involves Greatale self-feeding pillows. The recalled self-feeding pillows are made of stuffed fabric and have an elastic sleeve to hold a bottle in front of an infant’s face. They were sold in white with angel wing shaped decorations. “Greatale” is on a label sewn into the seam of the pillow.","The recalled self-feeding pillows hold the bottle at an unsafe angle while keeping it fixed in place so the infant cannot pull away. This can lead to aspiration of milk or formula, posing a risk of suffocation.",,,Refund,"About 1,260","None reported","Consumers should immediately stop using the recalled self-feeding pillows and contact Greatale for a full refund. Consumers will be instructed to cut the self-feeding pillow with scissors and submit a photo of the destroyed recalled product, including the product’s tag, to&nbsp;greatale-recall@outlook.com. If the product’s tag was previously removed, consumers can demonstrate eligibility by providing their Amazon proof of purchase in the email.","Sold Online At","Amazon.com from September 2024 through July 2025 for between $10 and $20.","Xiamen Weiqiaoerwangluokeji Co., Ltd., dba Greatale, of China",,,China,,
26191,,"January 15, 2026",,"Yixing Trading Recalls KEAWIS Crib Mattresses Due to Risk of Serious Injury or Death from Entrapment and Suffocation; Violates Mandatory Standard for Crib Mattresses","KEAWIS Crib Mattress","This recall involves&nbsp;KEAWIS&nbsp;crib mattresses.&nbsp;KEAWIS&nbsp;crib mattresses were sold in white, pink, and light blue and measure about 38 inches by 24 inches. Model number “XX-BM-01” is printed on a label sewn on the side of the mattress.","The aftermarket mattresses violate the mandatory standard for https://www.federalregister.gov/documents/2022/02/15/2022-02414/safety-… lang=""EN-US"">crib mattresses, as the mattresses may not adequately fit certain play yards or non-full-sized cribs, which could create gaps posing a deadly entrapment hazard. Babies can face a risk of suffocation in gaps between an undersized mattress, or extra padding, and side walls of a product, especially when the infant’s face becomes trapped against the side and the mattress, preventing the infant from breathing.",,,Refund,"About 1,700","None reported","Consumers should stop using the crib mattresses immediately and contact Yixing Trading for a full refund. Consumers should cut a large “X” across the main surface of the mattress, write the consumer’s name and date directly on the mattress surface, take a photo and email the photo of the destroyed mattress to Yixing Trading at support@keawis.com to receive a full refund.&nbsp;","Sold Online At","Amazon.com from August 2024 through July 2025 for between $50 and $60.","Yixing Trading of Richmond, Kentucky",,,China,,
26185,,"January 15, 2026",,"BBWOO Baby Loungers Recalled Due to Risk of Serious Injury or Death from Entrapment and Fall Hazards; Violate Mandatory Standard for Infant Sleep Products; Sold on Amazon by LSY Direct","BBWOO Baby Loungers","This recall involves BBWOO baby loungers. The recalled baby loungers are made of a foam sleeping pad and padded bumpers with a cloth cover and have a ribbon tie at one end. The model number is located on a tracking label stitched on the outside cover. The baby loungers were sold in the following styles and models:StyleModel NumberGray DinosaurBLG26BEBlue CarBLG23BDGreen LineBLG04BDGray FeatherBLG01BEPink DeerBLG17BIPink ElephantBLG32BIGray LineBLG04BEBlueCZC44GrayCZC41Khaki-Cotton &amp; VelvetCZC43RedCZC42","The recalled baby loungers violate the mandatory safety standard for&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Sleep Products. The sides are too low to contain an infant and the enclosed openings at the foot of the loungers are wider than allowed, posing serious risks of fall and entrapment hazards to infants. In addition, the baby loungers do not have a stand, posing a fall hazard if used on elevated surfaces. These violations create an unsafe sleeping environment and can cause death or serious injury.",,,Refund,"About 11,900","None reported","Consumers should immediately stop using the recalled baby loungers and contact LSY Direct for a full refund. Consumers should remove the foam and pads from the baby lounger’s cover and cut the cover, foam, and pad in half. Consumers should email photos of the destroyed pieces to&nbsp;bbwoorecall@163.com&nbsp;to obtain a full refund.","Sold Online At","Amazon.com from July 2024 through November 2025 for between $34 and $39.",,,,China,Retailer:,"91440300MA5HFP8E78, dba LSY Direct, of China"
26181,,"January 08, 2026",,"Joyful Journeys Recalls Baby Loungers Due to Risk of Serious Injury or Death from Entrapment and Fall Hazards; Violates Mandatory Standard for Infant Sleep Products","Joyful Journeys Baby Loungers","This recall involves Joyful Journeys baby loungers. The recalled baby loungers are made of a foam sleeping pad and padded bumpers with a cloth cover. The recalled baby loungers zip up into a bag with a strap at the top. The recalled baby loungers were sold in the following styles: green avocado, blue dinosaur, blue lambs, blue zoo animals, green minky, neutral elephants, pink zoo animals, and white minky. “Joyful Journeys” can be found on a tag stitched on the outside of the lounger cover and on a label stitched directly onto the back of the lounger.&nbsp;","The recalled baby loungers violate the mandatory safety standard for https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Sleep Products. The sides are too low to contain an infant and the enclosed openings at the foot of the loungers are wider than allowed, posing serious risks of fall and entrapment hazards to infants. In addition, the baby loungers do not have a stand, posing a fall hazard if used on elevated surfaces. These violations create an unsafe sleeping environment and can cause death or serious injury to infants.&nbsp;&nbsp;",,,Refund,"About 9,300  ","None reported. ","Consumers should immediately stop using the recalled baby loungers and contact Joyful Journeys for a full refund. Consumers should remove the foam and pads from the baby lounger’s cover and cut the cover, foam, and pad in half. Consumers should email photos of the destroyed pieces to joyfuljourneysrecalls@myjoyfuljourneys.com to obtain a full refund.&nbsp; &nbsp;&nbsp;","Sold Online At","Amazon.com and Walmart.com from December 2023 through October 2025 for between $40 and $60.&nbsp;",,,,China,Retailer:,"Sarnia Sales LLC, dba Joyful Journeys, of Issaquah, Washington&nbsp;"
26171,,"January 08, 2026",,"NFSVLB Baby Bath Seats Recalled Due to Risk of Serious Injury or Death to Children from Drowning and Entrapment; Violate Mandatory Standard for Infant Bath Seats; Sold on Amazon by NFSVLB","NFSVLB Baby Bath Seats (blue)","This recall involves NFSVLB-branded Baby Bath Seats. They are blue and white and have detachable arms that serve as a restraint. There are four suction cups on the seat’s bottom. “Model No.: ZY2025” is printed on a label located on the side of the bath seat.&nbsp;","The recalled bath seats violate the mandatory standard for https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… lang=""EN-US"">infant bath seats because they are unstable and can tip over while in use, and have leg openings that allow the child to slip down until the child's torso can become entrapped, posing a risk of serious injury or death due to drowning and entrapment.&nbsp;",,,Refund,"About 1,430  ","None reported","Consumers should immediately stop using the recalled bath seats and contact NFSVLB to request a full refund. Consumers should write “Recalled” on the front of the bath seat in permanent marker, disassemble the bath seat by removing the back rest and arm restraints, discard the screws, cut the four suction cups on the bottom and send a photo of the disassembled recalled bath seat to NFSVLB at amzmaihuayd@163.com. Upon receipt of the photo, NFSVLB will provide the consumer with a full refund.&nbsp;","Sold Online At","Amazon.com from May 2025 through October 2025 for between $25 and $40.&nbsp;",,,,China,Retailer:,"Shenzhen Maihua Trading Co., Ltd., dba NFSVLB, of China&nbsp;"
26169,,"January 08, 2026",,"The Kalencom Corporation Recalls SARO Braided Crib Bumpers Due to Risk of Serious Injury or Death from Suffocation; Violates Federal Crib Bumper Ban","SARO Braided Crib Bumpers","This recall involves SARO Braided Crib Bumpers, Model 1374. The crib bumpers were sold in salmon, gray and mint colors. “Ref. 1374” is printed on a tag sewn into the crib bumpers and on a tag attached to the product packaging.","The recalled padded crib bumpers violate the federal ban on crib bumpers because they can obstruct an infant’s breathing, posing a risk of serious injury or death, due to suffocation.&nbsp;This creates an unsafe sleeping environment for infants. Padded crib bumpers are banned by the federal&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Sleep for Babies Act.",,,Refund,"About 55","None reported","Consumers should stop using the crib bumpers immediately and request a full refund in one of the following ways:For SARO Braided Crib Bumpers purchased in store at MacroBaby in Orlando, Florida, consumers should return the item to the store for a refund.&nbsp; &nbsp;&nbsp;For SARO Braided Crib Bumpers purchased online, consumers should email&nbsp;info@kalencom.com with the subject line “Crib Bumper Recall – Refund Request” and include name and phone number, along with a photo showing the crib bumper cut in half as proof of destruction.&nbsp;","Sold At","MacroBaby, of Orlando, Florida and online at Kalencombaby.com and Target.com from May 2024 through October 2025 for about $60.","The Kalencom Corporation, of New Orleans, Louisiana",,,China,,
26168,,"January 08, 2026",,"Infant Innovations Recalls BabyBond Retractable Safety Gates Due to Risk of Serious Injury or Death to Children from Entrapment; Violates Mandatory Standard for Gates and Enclosures","BabyBond Retractable Safety Gates","This recall involves&nbsp;BabyBond-branded&nbsp;retractable safety gates. The recalled safety gates were&nbsp;sold in black, gray and white and have a metal frame. They measure about 33 inches high with an adjustable width up to 55 inches. “Retractable Safety Gate” and model number “SH20.006DB” are&nbsp;printed on a white label stitched to the mesh fabric on the side of the gate.","The recalled gates violate the mandatory standard for&nbsp;https://www.federalregister.gov/documents/2020/07/06/2020-12561/safety-… gates and expandable enclosures because a child’s torso can fit through the opening between the gate and the floor, becoming entrapped, posing a risk of serious injury or death.",,,Refund,"About 280","None reported","Consumers should immediately stop using the recalled gates and contact Infant Innovations at&nbsp;elsie@BabyBond-global.com&nbsp;for instructions to return the gates to any Target store for a full refund.","Sold Online At","Target.com from November 2024 through October 2025 for about $50.",,,,China,Retailer:,"Infant Innovations,&nbsp;dba BabyBond, of Sheridan, Wyoming"
26146,,"December 11, 2025",,"YCXXKJ Baby Bath Seats Recalled Due to Risk of Serious Injury or Death to Children from Drowning; Violate Mandatory Standard for Infant Bath Seats; Sold on Amazon by BenTalk","YCXXKJ Baby Bath Seats","This recall involves&nbsp;YCXXKJ-branded baby bath seats sold in blue, gray, pink, and yellow. The bath seats have two detachable arms that serve as a restraint, four suction cups on the bottom, and three toys; a duck, a turtle, and a whale. “Model: YD-1958” is printed on a tracking label located on the back of the bath seat.","The recalled&nbsp;bath seats violate the mandatory standard for&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… bath seats because they are unstable and can tip over while in use, posing a risk of serious injury or death due to drowning.",,,Refund,"About 8,960","None reported","Consumers should immediately stop using the recalled bath seats and contact BenTalk to request a full refund. Consumers should send two photos of the recalled bath seats to BenTalk at bentalkhere@outlook.com. The first photo should have “Recalled” written on the front of the bath seat in permanent marker. The second photo should show the bath seat disassembled with the components removed. &nbsp;&nbsp;","Sold Online At","Amazon.com from May 2024 through October 2025 for between $34 and $40.",,,,China,Retailer:,"Zhengzhou Bentuo Trading Co., Ltd., dba BenTalk, of China"
26141,26-080,"December 11, 2025","November 6, 2025","Uuoeebb Infant Walkers Recalled Due to Risk of Serious Injury or Death from Fall and Entrapment Hazards; Violate Mandatory Standard for Infant Walkers; Sold on Amazon by BaoD","Uuoeebb Infant Walkers","This recall involves Uuoeebb Infant Walkers. The infant walkers are collapsible with a round base, eight wheels, and seven adjustable height settings. They were sold in gray, black and pink. “Production Batch: 7654” is printed on a tracking label located under the seat.","The recalled infant walkers violate the mandatory standard for&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… walkers because they can fit through a standard doorway and fail to stop at the edge of a step, posing a deadly fall hazard. In addition, the infant walkers have leg openings that allow the child to slip down until the child's head can become entrapped, posing a risk of serious injury or death.",,"WASHINGTON, D.C. – The U.S. Consumer Product Safety Commission (CPSC) is warning consumers to immediately stop using Uuoeebb Infant Walkers because they violate the mandatory safety standard for&nbsp;infant walkers, posing a risk of serious injury or death from fall and entrapment hazards. The infant walkers can fit through a standard doorway and fail to stop at the edge of a step and have leg openings that allow the child to slip down until the child's head can become entrapped.CPSC issued a Notice of Violation to Hunan Suihuo E-commerce Co., Ltd., of China, doing business as BaoD. The firm has been unresponsive to CPSC’s request to recall these infant walkers or offer a remedy to consumers.&nbsp;About 2,650 infant walkers were sold online on Amazon from December 2024 through September 2025 for between $60 and $90. The infant walkers may have also been sold by other sellers and on other websites.&nbsp;The infant walkers are collapsible with a round base, eight wheels, and seven adjustable height settings. They were sold in gray, black and pink. “Production Batch: 7654” is printed on a tracking label located under the seat.CPSC urges consumers to stop using the infant walkers immediately and dispose of them.&nbsp;Do not sell or give away these hazardous&nbsp;infant walkers.Report any incidents involving injury or product defect to CPSC at&nbsp;www.SaferProducts.gov.",Refund,"About 2,650","None reported","Consumers should stop using the&nbsp;recalled infant walkers&nbsp;immediately and contact BaoD for a full refund. Consumers should disassemble the walker, remove the fabric seat, write “Recalled” on the top of the tray in permanent marker, and email a photo of the recalled&nbsp;infant walker to BaoD at&nbsp;Uuoeebbrecalls@outlook.com. Consumers should dispose of the recalled&nbsp;infant walkers&nbsp;in accordance with state and local waste disposal procedures.","Sold Online At","Amazon.com from December 2024 through September 2025 for between $60 and $90.",,,,China,Retailer:,"Hunan Suihuo E-commerce Co., Ltd., dba BaoD, of China"
26139,,"December 11, 2025",,"Primark Recalls Little Bear 2-Pack Soother Clips Due to Choking and Laceration Hazards","Little Bear 2-pack Soother Clip","This recall involves the Primark 2-pack Soother Clip - Little Bear. It is a cloth strap with small bears on it and a wooden button to clip on to a child's clothing, designed to hold a pacifier.&nbsp;The product code, 991139699, is printed on the price tag located on the back of the product packaging.","The wooden button on the soother clips can come off, exposing a sharp screw, which can pose choking and laceration hazards.",,,Refund,"About 1,330","The firm has received five reports of the wooden buttons on the soother clip detaching, including one report where the screw was found inside an infant’s mouth and a second report of cuts to a child’s arm.","Consumers should immediately stop using the recalled soother clips and return them to a Primark store for a full refund in the original form of payment.","Sold At","Primark stores located in the northeast and in Florida, Maryland and Illinois from June 2025 through August 2025 for about $5.","Primark US Corp., of Boston, Massachusetts",,,China,,
26132,,"December 04, 2025",,"Little Pea Shop Crib Bumpers Recalled Due to Risk of Serious Injury or Death from Suffocation; Violates Federal Crib Bumper Ban; Sold by Little Pea Shop","Little Pea Shop Crib Bumpers","This recall involves two styles of Little Pea Shop-branded padded crib bumpers. The “Waffle Bedding Accessory” style was sold as bumper pads in gray, pink, blue and white and in four different lengths: 23.5 inches, 47 inches, 78.5 inches and 94.5 inches. The “Plush Crib Bumper” style was sold as vertical crib slat covers with Velcro in beige and ivory in the shape of bears and rabbits or a star pattern.","The recalled crib bumpers violate the federal crib bumper ban because they can obstruct an infant’s breathing, posing a risk of serious injury or death, due to suffocation. This creates an unsafe sleeping environment for infants. Padded crib bumpers are banned by the https://www.cpsc.gov/Newsroom/News-Releases/2023/CPSC-Approves-Rules-Im… lang=""EN-US"">Safe Sleep for Babies Act.",,,Refund,"About 300","None reported","Consumers should immediately stop using the recalled crib bumpers and contact Little Pea Shop for a full refund. Consumers should remove the crib bumpers, cut the padding and email a photo of the destroyed bumpers to support@littlepeashop.com.","Sold Online At","littlepeashop.com from October 2023 through October 2025 for between $30 and $80.",,,,China,Retailer:,"Little Pea Shop, of France"
